venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs,latitude,longitude,temperature_C,humidity_%,wind_speed_kmh,precip_mm,pressure_hPa
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,10:00,male,West Indies,India,1-10,45,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,10:45,male,West Indies,India,11-20,29,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,11:30,male,West Indies,India,21-30,22,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,12:15,male,West Indies,India,31-40,52,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,13:00,male,West Indies,India,41-50,77,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,10:00,male,India,West Indies,1-10,30,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,10:45,male,India,West Indies,11-20,56,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,11:30,male,India,West Indies,21-30,34,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,12:15,male,India,West Indies,31-40,46,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound",2011-06-11,10:00,13:00,male,India,West Indies,41-50,62,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,10:00,female,England,New Zealand,1-10,47,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,10:45,female,England,New Zealand,11-20,39,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,11:30,female,England,New Zealand,21-30,46,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,12:15,female,England,New Zealand,31-40,42,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,13:00,female,England,New Zealand,41-50,67,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,10:00,female,New Zealand,England,1-10,17,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,10:45,female,New Zealand,England,11-20,56,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,11:30,female,New Zealand,England,21-30,42,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,12:15,female,New Zealand,England,31-40,55,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-09-16,10:00,13:00,female,New Zealand,England,41-50,41,,,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,10:00,male,England,India,1-10,47,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,10:45,male,England,India,11-20,47,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,11:30,male,England,India,21-30,40,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,12:15,male,England,India,31-40,68,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,13:00,male,England,India,41-50,114,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,10:00,male,India,England,1-10,57,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,10:45,male,India,England,11-20,82,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,11:30,male,India,England,21-30,47,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,12:15,male,India,England,31-40,46,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2007-09-05,10:00,13:00,male,India,England,41-50,85,-33.8725074,151.02235,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,10:00,female,West Indies,Australia,1-10,34,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,10:45,female,West Indies,Australia,11-20,32,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,11:30,female,West Indies,Australia,21-30,52,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,12:15,female,West Indies,Australia,31-40,50,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,13:00,female,West Indies,Australia,41-50,36,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,10:00,female,Australia,West Indies,1-10,39,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,10:45,female,Australia,West Indies,11-20,51,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,11:30,female,Australia,West Indies,21-30,81,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-26,10:00,12:15,female,Australia,West Indies,31-40,34,51.5644464,-1.7709719,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,10:00,male,Pakistan,New Zealand,1-10,53,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,10:45,male,Pakistan,New Zealand,11-20,72,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,11:30,male,Pakistan,New Zealand,21-30,82,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,12:15,male,Pakistan,New Zealand,31-40,51,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,13:00,male,Pakistan,New Zealand,41-50,32,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,10:00,male,New Zealand,Pakistan,1-10,52,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,10:45,male,New Zealand,Pakistan,11-20,66,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,11:30,male,New Zealand,Pakistan,21-30,66,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,12:15,male,New Zealand,Pakistan,31-40,66,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2016-01-31,10:00,13:00,male,New Zealand,Pakistan,41-50,15,-36.8750352,174.7440567,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,10:00,female,Bangladesh,Australia,1-10,40,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,10:45,female,Bangladesh,Australia,11-20,21,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,11:30,female,Bangladesh,Australia,21-30,17,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,12:15,female,Bangladesh,Australia,31-40,41,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,13:00,female,Bangladesh,Australia,41-50,16,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,10:00,female,Australia,Bangladesh,1-10,28,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,10:45,female,Australia,Bangladesh,11-20,51,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,11:30,female,Australia,Bangladesh,21-30,42,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-25,10:00,12:15,female,Australia,Bangladesh,31-40,15,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,10:00,female,Australia,New Zealand,1-10,37,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,10:45,female,Australia,New Zealand,11-20,33,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,11:30,female,Australia,New Zealand,21-30,44,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,12:15,female,Australia,New Zealand,31-40,50,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,13:00,female,Australia,New Zealand,41-50,105,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,10:00,female,New Zealand,Australia,1-10,29,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,10:45,female,New Zealand,Australia,11-20,44,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,11:30,female,New Zealand,Australia,21-30,55,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2022-03-13,10:00,12:15,female,New Zealand,Australia,31-40,0,-41.3003599,174.7802545,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,10:00,male,England,Australia,1-10,47,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,10:45,male,England,Australia,11-20,50,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,11:30,male,England,Australia,21-30,52,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,12:15,male,England,Australia,31-40,59,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,13:00,male,England,Australia,41-50,91,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,10:00,male,Australia,England,1-10,50,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,10:45,male,Australia,England,11-20,57,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,11:30,male,Australia,England,21-30,61,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,12:15,male,Australia,England,31-40,62,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2009-09-15,10:00,13:00,male,Australia,England,41-50,72,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Pallekele International Cricket Stadium,2018-08-08,10:00,10:00,male,Sri Lanka,South Africa,1-10,51,,,NA,NA,NA,NA,NA
Pallekele International Cricket Stadium,2018-08-08,10:00,10:45,male,Sri Lanka,South Africa,11-20,70,,,NA,NA,NA,NA,NA
Pallekele International Cricket Stadium,2018-08-08,10:00,11:30,male,Sri Lanka,South Africa,21-30,92,,,NA,NA,NA,NA,NA
Pallekele International Cricket Stadium,2018-08-08,10:00,12:15,male,Sri Lanka,South Africa,31-40,93,,,NA,NA,NA,NA,NA
Pallekele International Cricket Stadium,2018-08-08,10:00,10:00,male,South Africa,Sri Lanka,1-10,113,,,NA,NA,NA,NA,NA
Pallekele International Cricket Stadium,2018-08-08,10:00,10:45,male,South Africa,Sri Lanka,11-20,70,,,NA,NA,NA,NA,NA
Pallekele International Cricket Stadium,2018-08-08,10:00,11:30,male,South Africa,Sri Lanka,21-30,4,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,10:00,male,Pakistan,Zimbabwe,1-10,39,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,10:45,male,Pakistan,Zimbabwe,11-20,36,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,11:30,male,Pakistan,Zimbabwe,21-30,53,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,12:15,male,Pakistan,Zimbabwe,31-40,54,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,13:00,male,Pakistan,Zimbabwe,41-50,96,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,10:00,male,Zimbabwe,Pakistan,1-10,41,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,10:45,male,Zimbabwe,Pakistan,11-20,54,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,11:30,male,Zimbabwe,Pakistan,21-30,27,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,12:15,male,Zimbabwe,Pakistan,31-40,72,,,NA,NA,NA,NA,NA
Sharjah Cricket Association Stadium,2003-04-03,10:00,13:00,male,Zimbabwe,Pakistan,41-50,16,,,NA,NA,NA,NA,NA
Marrara Cricket Ground,2008-09-03,10:00,10:00,male,Bangladesh,Australia,1-10,29,,,NA,NA,NA,NA,NA
Marrara Cricket Ground,2008-09-03,10:00,10:45,male,Bangladesh,Australia,11-20,30,,,NA,NA,NA,NA,NA
Marrara Cricket Ground,2008-09-03,10:00,11:30,male,Bangladesh,Australia,21-30,32,,,NA,NA,NA,NA,NA
Marrara Cricket Ground,2008-09-03,10:00,12:15,male,Bangladesh,Australia,31-40,26,,,NA,NA,NA,NA,NA
Marrara Cricket Ground,2008-09-03,10:00,10:00,male,Australia,Bangladesh,1-10,59,,,NA,NA,NA,NA,NA
Marrara Cricket Ground,2008-09-03,10:00,10:45,male,Australia,Bangladesh,11-20,37,,,NA,NA,NA,NA,NA
Marrara Cricket Ground,2008-09-03,10:00,11:30,male,Australia,Bangladesh,21-30,22,,,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,10:00,male,Australia,India,1-10,41,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,10:45,male,Australia,India,11-20,50,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,11:30,male,Australia,India,21-30,47,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,12:15,male,Australia,India,31-40,57,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,13:00,male,Australia,India,41-50,93,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,10:00,male,India,Australia,1-10,21,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,10:45,male,India,Australia,11-20,47,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,11:30,male,India,Australia,21-30,65,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,12:15,male,India,Australia,31-40,47,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2019-01-12,10:00,13:00,male,India,Australia,41-50,74,-33.8914241,151.2247484,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,10:00,male,Kenya,India,1-10,36,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,10:45,male,Kenya,India,11-20,34,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,11:30,male,Kenya,India,21-30,35,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,12:15,male,Kenya,India,31-40,52,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,13:00,male,Kenya,India,41-50,68,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,10:00,male,India,Kenya,1-10,25,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,10:45,male,India,Kenya,11-20,44,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,11:30,male,India,Kenya,21-30,40,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,12:15,male,India,Kenya,31-40,65,,,NA,NA,NA,NA,NA
"Newlands, Cape Town",2003-03-07,10:00,13:00,male,India,Kenya,41-50,52,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,10:00,male,Scotland,Namibia,1-10,46,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,10:45,male,Scotland,Namibia,11-20,30,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,11:30,male,Scotland,Namibia,21-30,36,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,12:15,male,Scotland,Namibia,31-40,50,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,13:00,male,Scotland,Namibia,41-50,46,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,10:00,male,Namibia,Scotland,1-10,28,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,10:45,male,Namibia,Scotland,11-20,54,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,11:30,male,Namibia,Scotland,21-30,54,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,12:15,male,Namibia,Scotland,31-40,51,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2022-12-05,10:00,13:00,male,Namibia,Scotland,41-50,23,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,10:00,male,Sri Lanka,Australia,1-10,51,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,10:45,male,Sri Lanka,Australia,11-20,63,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,11:30,male,Sri Lanka,Australia,21-30,52,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,12:15,male,Sri Lanka,Australia,31-40,33,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,13:00,male,Sri Lanka,Australia,41-50,10,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,10:00,male,Australia,Sri Lanka,1-10,64,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,10:45,male,Australia,Sri Lanka,11-20,45,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,11:30,male,Australia,Sri Lanka,21-30,54,,,NA,NA,NA,NA,NA
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,10:00,12:15,male,Australia,Sri Lanka,31-40,52,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,10:00,female,West Indies,New Zealand,1-10,29,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,10:45,female,West Indies,New Zealand,11-20,18,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,11:30,female,West Indies,New Zealand,21-30,31,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,12:15,female,West Indies,New Zealand,31-40,52,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,13:00,female,West Indies,New Zealand,41-50,39,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,10:00,female,New Zealand,West Indies,1-10,51,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,10:45,female,New Zealand,West Indies,11-20,39,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,11:30,female,New Zealand,West Indies,21-30,47,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,12:15,female,New Zealand,West Indies,31-40,30,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,10:00,13:00,female,New Zealand,West Indies,41-50,4,,,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,10:00,female,England,Pakistan,1-10,48,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,10:45,female,England,Pakistan,11-20,55,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,11:30,female,England,Pakistan,21-30,84,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,12:15,female,England,Pakistan,31-40,90,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,13:00,female,England,Pakistan,41-50,100,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,10:00,female,Pakistan,England,1-10,29,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,10:45,female,Pakistan,England,11-20,46,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Grace Road,2017-06-27,10:00,11:30,female,Pakistan,England,21-30,32,51.3876472,-0.1014008,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,10:00,male,Pakistan,England,1-10,63,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,10:45,male,Pakistan,England,11-20,53,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,11:30,male,Pakistan,England,21-30,62,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,12:15,male,Pakistan,England,31-40,74,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,13:00,male,Pakistan,England,41-50,88,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,10:00,male,England,Pakistan,1-10,68,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,10:45,male,England,Pakistan,11-20,66,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,11:30,male,England,Pakistan,21-30,82,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,12:15,male,England,Pakistan,31-40,42,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2019-05-17,10:00,13:00,male,England,Pakistan,41-50,83,52.9383953,-1.1363847,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,10:00,male,West Indies,England,1-10,41,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,10:45,male,West Indies,England,11-20,44,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,11:30,male,West Indies,England,21-30,69,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,12:15,male,West Indies,England,31-40,81,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,13:00,male,West Indies,England,41-50,93,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,10:00,male,England,West Indies,1-10,58,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,10:45,male,England,West Indies,11-20,49,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,11:30,male,England,West Indies,21-30,71,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,12:15,male,England,West Indies,31-40,51,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2024-11-02,10:00,13:00,male,England,West Indies,41-50,100,,,NA,NA,NA,NA,NA
Sophia Gardens,2013-06-14,10:00,10:00,male,South Africa,West Indies,1-10,59,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2013-06-14,10:00,10:45,male,South Africa,West Indies,11-20,80,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2013-06-14,10:00,11:30,male,South Africa,West Indies,21-30,82,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2013-06-14,10:00,12:15,male,South Africa,West Indies,31-40,9,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2013-06-14,10:00,10:00,male,West Indies,South Africa,1-10,49,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2013-06-14,10:00,10:45,male,West Indies,South Africa,11-20,81,51.485159,-3.1904734,NA,NA,NA,NA,NA
Sophia Gardens,2013-06-14,10:00,11:30,male,West Indies,South Africa,21-30,60,51.485159,-3.1904734,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,10:00,male,South Africa,England,1-10,32,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,10:45,male,South Africa,England,11-20,40,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,11:30,male,South Africa,England,21-30,46,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,12:15,male,South Africa,England,31-40,42,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,13:00,male,South Africa,England,41-50,60,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,10:00,male,England,South Africa,1-10,42,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,10:45,male,England,South Africa,11-20,46,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,11:30,male,England,South Africa,21-30,44,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,12:15,male,England,South Africa,31-40,41,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2012-09-02,10:00,13:00,male,England,South Africa,41-50,51,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-05,10:00,10:00,male,United Arab Emirates,Oman,1-10,27,,,NA,NA,NA,NA,NA
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-05,10:00,10:45,male,United Arab Emirates,Oman,11-20,45,,,NA,NA,NA,NA,NA
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-05,10:00,11:30,male,United Arab Emirates,Oman,21-30,34,,,NA,NA,NA,NA,NA
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-05,10:00,12:15,male,United Arab Emirates,Oman,31-40,40,,,NA,NA,NA,NA,NA
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-05,10:00,13:00,male,United Arab Emirates,Oman,41-50,24,,,NA,NA,NA,NA,NA
