venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs,latitude,longitude,temperature_C,humidity_%,wind_speed_kmh,precip_mm,pressure_hPa
Shere Bangla National Stadium,2015-04-17,10:00,10:45,male,Bangladesh,Pakistan,11-20,23,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,11:30,male,Bangladesh,Pakistan,21-30,73,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,12:15,male,Bangladesh,Pakistan,31-40,96,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,13:00,male,Bangladesh,Pakistan,41-50,93,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,10:00,male,Pakistan,Bangladesh,1-10,52,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,10:45,male,Pakistan,Bangladesh,11-20,52,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,11:30,male,Pakistan,Bangladesh,21-30,67,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,12:15,male,Pakistan,Bangladesh,31-40,46,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-04-17,10:00,13:00,male,Pakistan,Bangladesh,41-50,33,,,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,10:00,male,Papua New Guinea,United Arab Emirates,1-10,32,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,10:45,male,Papua New Guinea,United Arab Emirates,11-20,27,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,11:30,male,Papua New Guinea,United Arab Emirates,21-30,36,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,12:15,male,Papua New Guinea,United Arab Emirates,31-40,29,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,13:00,male,Papua New Guinea,United Arab Emirates,41-50,52,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,10:00,male,United Arab Emirates,Papua New Guinea,1-10,35,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,10:45,male,United Arab Emirates,Papua New Guinea,11-20,41,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,11:30,male,United Arab Emirates,Papua New Guinea,21-30,26,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,12:15,male,United Arab Emirates,Papua New Guinea,31-40,42,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sharjah Cricket Stadium,2022-03-15,10:00,13:00,male,United Arab Emirates,Papua New Guinea,41-50,35,25.3308493,55.4208718,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,10:00,male,Australia,Sri Lanka,1-10,49,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,10:45,male,Australia,Sri Lanka,11-20,37,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,11:30,male,Australia,Sri Lanka,21-30,73,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,12:15,male,Australia,Sri Lanka,31-40,94,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,13:00,male,Australia,Sri Lanka,41-50,123,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,10:00,male,Sri Lanka,Australia,1-10,69,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,10:45,male,Sri Lanka,Australia,11-20,64,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,11:30,male,Sri Lanka,Australia,21-30,53,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,12:15,male,Sri Lanka,Australia,31-40,86,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-03-08,10:00,13:00,male,Sri Lanka,Australia,41-50,40,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,10:00,male,India,Sri Lanka,1-10,46,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,10:45,male,India,Sri Lanka,11-20,43,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,11:30,male,India,Sri Lanka,21-30,80,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,12:15,male,India,Sri Lanka,31-40,106,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,13:00,male,India,Sri Lanka,41-50,129,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,10:00,male,Sri Lanka,India,1-10,48,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,10:45,male,Sri Lanka,India,11-20,57,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,11:30,male,Sri Lanka,India,21-30,62,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,12:15,male,Sri Lanka,India,31-40,77,,,NA,NA,NA,NA,NA
Eden Gardens,2014-11-13,10:00,13:00,male,Sri Lanka,India,41-50,7,,,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,10:00,male,South Africa,Pakistan,1-10,62,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,10:45,male,South Africa,Pakistan,11-20,38,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,11:30,male,South Africa,Pakistan,21-30,57,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,12:15,male,South Africa,Pakistan,31-40,59,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,13:00,male,South Africa,Pakistan,41-50,70,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,10:00,male,Pakistan,South Africa,1-10,36,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,10:45,male,Pakistan,South Africa,11-20,43,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,11:30,male,Pakistan,South Africa,21-30,58,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,12:15,male,Pakistan,South Africa,31-40,63,24.4161287,54.45363,NA,NA,NA,NA,NA
Sheikh Zayed Stadium,2010-10-31,10:00,13:00,male,Pakistan,South Africa,41-50,89,24.4161287,54.45363,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,10:00,male,India,West Indies,1-10,49,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,10:45,male,India,West Indies,11-20,54,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,11:30,male,India,West Indies,21-30,63,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,12:15,male,India,West Indies,31-40,55,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,13:00,male,India,West Indies,41-50,100,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,10:00,male,West Indies,India,1-10,72,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,10:45,male,West Indies,India,11-20,53,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,11:30,male,West Indies,India,21-30,80,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,12:15,male,West Indies,India,31-40,54,,,NA,NA,NA,NA,NA
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,10:00,13:00,male,West Indies,India,41-50,62,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2024-04-09,10:00,10:00,female,South Africa,Sri Lanka,1-10,55,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2024-04-09,10:00,10:45,female,South Africa,Sri Lanka,11-20,41,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2024-04-09,10:00,11:30,female,South Africa,Sri Lanka,21-30,58,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2024-04-09,10:00,12:15,female,South Africa,Sri Lanka,31-40,46,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2024-04-09,10:00,13:00,female,South Africa,Sri Lanka,41-50,70,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2024-04-09,10:00,10:00,female,Sri Lanka,South Africa,1-10,23,,,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,10:00,male,Sri Lanka,England,1-10,45,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,10:45,male,Sri Lanka,England,11-20,58,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,11:30,male,Sri Lanka,England,21-30,64,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,12:15,male,Sri Lanka,England,31-40,50,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,13:00,male,Sri Lanka,England,41-50,83,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,10:00,male,England,Sri Lanka,1-10,34,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,10:45,male,England,Sri Lanka,11-20,46,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,11:30,male,England,Sri Lanka,21-30,38,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,12:15,male,England,Sri Lanka,31-40,91,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2014-05-31,10:00,13:00,male,England,Sri Lanka,41-50,84,51.5289277,-0.1715767,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,10:00,male,New Zealand,Pakistan,1-10,37,,,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,10:45,male,New Zealand,Pakistan,11-20,46,,,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,11:30,male,New Zealand,Pakistan,21-30,53,,,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,12:15,male,New Zealand,Pakistan,31-40,59,,,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,13:00,male,New Zealand,Pakistan,41-50,62,,,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,10:00,male,Pakistan,New Zealand,1-10,9,,,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,10:45,male,Pakistan,New Zealand,11-20,29,,,NA,NA,NA,NA,NA
University Oval,2018-01-13,10:00,11:30,male,Pakistan,New Zealand,21-30,36,,,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,10:00,female,Sri Lanka,New Zealand,1-10,42,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,10:45,female,Sri Lanka,New Zealand,11-20,31,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,11:30,female,Sri Lanka,New Zealand,21-30,38,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,12:15,female,Sri Lanka,New Zealand,31-40,37,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,13:00,female,Sri Lanka,New Zealand,41-50,40,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,10:00,female,New Zealand,Sri Lanka,1-10,46,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,10:45,female,New Zealand,Sri Lanka,11-20,38,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,11:30,female,New Zealand,Sri Lanka,21-30,54,51.5644464,-1.7709719,NA,NA,NA,NA,NA
County Ground,2017-06-24,10:00,12:15,female,New Zealand,Sri Lanka,31-40,51,51.5644464,-1.7709719,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,10:00,male,Australia,New Zealand,1-10,69,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,10:45,male,Australia,New Zealand,11-20,44,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,11:30,male,Australia,New Zealand,21-30,42,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,12:15,male,Australia,New Zealand,31-40,40,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,13:00,male,Australia,New Zealand,41-50,94,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,10:00,male,New Zealand,Australia,1-10,31,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,10:45,male,New Zealand,Australia,11-20,50,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,11:30,male,New Zealand,Australia,21-30,74,,,NA,NA,NA,NA,NA
Bellerive Oval,2007-01-14,10:00,12:15,male,New Zealand,Australia,31-40,29,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,10:00,male,Netherlands,Ireland,1-10,53,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,10:45,male,Netherlands,Ireland,11-20,52,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,11:30,male,Netherlands,Ireland,21-30,57,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,12:15,male,Netherlands,Ireland,31-40,73,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,13:00,male,Netherlands,Ireland,41-50,71,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,10:00,male,Ireland,Netherlands,1-10,81,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,10:45,male,Ireland,Netherlands,11-20,51,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,11:30,male,Ireland,Netherlands,21-30,55,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,12:15,male,Ireland,Netherlands,31-40,51,,,NA,NA,NA,NA,NA
Eden Gardens,2011-03-18,10:00,13:00,male,Ireland,Netherlands,41-50,69,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,10:00,male,Bangladesh,India,1-10,79,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,10:45,male,Bangladesh,India,11-20,50,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,11:30,male,Bangladesh,India,21-30,46,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,12:15,male,Bangladesh,India,31-40,70,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,13:00,male,Bangladesh,India,41-50,62,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,10:00,male,India,Bangladesh,1-10,66,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,10:45,male,India,Bangladesh,11-20,38,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,11:30,male,India,Bangladesh,21-30,37,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,12:15,male,India,Bangladesh,31-40,56,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-06-18,10:00,13:00,male,India,Bangladesh,41-50,31,,,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,10:00,female,South Africa,Pakistan,1-10,58,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,10:45,female,South Africa,Pakistan,11-20,42,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,11:30,female,South Africa,Pakistan,21-30,66,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,12:15,female,South Africa,Pakistan,31-40,55,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,13:00,female,South Africa,Pakistan,41-50,71,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,10:00,female,Pakistan,South Africa,1-10,58,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,10:45,female,Pakistan,South Africa,11-20,44,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,11:30,female,Pakistan,South Africa,21-30,66,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,12:15,female,Pakistan,South Africa,31-40,91,31.5133615,74.3334644,NA,NA,NA,NA,NA
"Gaddafi Stadium, Lahore",2025-09-19,10:00,13:00,female,Pakistan,South Africa,41-50,28,31.5133615,74.3334644,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,10:00,male,Bangladesh,West Indies,1-10,35,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,10:45,male,Bangladesh,West Indies,11-20,45,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,11:30,male,Bangladesh,West Indies,21-30,45,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,12:15,male,Bangladesh,West Indies,31-40,31,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,13:00,male,Bangladesh,West Indies,41-50,61,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,10:00,male,West Indies,Bangladesh,1-10,20,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,10:45,male,West Indies,Bangladesh,11-20,56,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,11:30,male,West Indies,Bangladesh,21-30,61,,,NA,NA,NA,NA,NA
"National Cricket Stadium, St George's",2014-08-20,10:00,12:15,male,West Indies,Bangladesh,31-40,82,,,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,10:00,female,Pakistan,South Africa,1-10,21,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,10:45,female,Pakistan,South Africa,11-20,40,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,11:30,female,Pakistan,South Africa,21-30,43,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,12:15,female,Pakistan,South Africa,31-40,37,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,13:00,female,Pakistan,South Africa,41-50,27,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,10:00,female,South Africa,Pakistan,1-10,55,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,10:45,female,South Africa,Pakistan,11-20,35,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,11:30,female,South Africa,Pakistan,21-30,50,24.8952212,67.0816725,NA,NA,NA,NA,NA
"National Stadium, Karachi",2023-09-11,10:00,12:15,female,South Africa,Pakistan,31-40,29,24.8952212,67.0816725,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,10:00,male,New Zealand,West Indies,1-10,63,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,10:45,male,New Zealand,West Indies,11-20,42,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,11:30,male,New Zealand,West Indies,21-30,55,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,12:15,male,New Zealand,West Indies,31-40,80,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,13:00,male,New Zealand,West Indies,41-50,153,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,10:00,male,West Indies,New Zealand,1-10,80,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,10:45,male,West Indies,New Zealand,11-20,81,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,11:30,male,West Indies,New Zealand,21-30,89,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-03-21,10:00,12:15,male,West Indies,New Zealand,31-40,0,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-17,10:00,10:00,male,Sri Lanka,India,1-10,31,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-17,10:00,10:45,male,Sri Lanka,India,11-20,19,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-17,10:00,10:00,male,India,Sri Lanka,1-10,51,6.9399983,79.8722901,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,10:00,male,Canada,Scotland,1-10,56,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,10:45,male,Canada,Scotland,11-20,18,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,11:30,male,Canada,Scotland,21-30,55,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,12:15,male,Canada,Scotland,31-40,37,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,13:00,male,Canada,Scotland,41-50,86,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,10:00,male,Scotland,Canada,1-10,33,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,10:45,male,Scotland,Canada,11-20,33,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,11:30,male,Scotland,Canada,21-30,32,,,NA,NA,NA,NA,NA
Willowmoore Park,2009-04-08,10:00,12:15,male,Scotland,Canada,31-40,6,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,10:00,female,England,Sri Lanka,1-10,73,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,10:45,female,England,Sri Lanka,11-20,41,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,11:30,female,England,Sri Lanka,21-30,46,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,12:15,female,England,Sri Lanka,31-40,55,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,13:00,female,England,Sri Lanka,41-50,116,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,10:00,female,Sri Lanka,England,1-10,32,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,10:45,female,Sri Lanka,England,11-20,41,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,11:30,female,Sri Lanka,England,21-30,41,,,NA,NA,NA,NA,NA
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,10:00,12:15,female,Sri Lanka,England,31-40,45,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2003-11-18,10:00,10:00,male,England,Sri Lanka,1-10,17,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2003-11-18,10:00,10:45,male,England,Sri Lanka,11-20,20,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2003-11-18,10:00,11:30,male,England,Sri Lanka,21-30,15,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2003-11-18,10:00,12:15,male,England,Sri Lanka,31-40,20,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2003-11-18,10:00,13:00,male,England,Sri Lanka,41-50,16,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2003-11-18,10:00,10:00,male,Sri Lanka,England,1-10,54,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2003-11-18,10:00,10:45,male,Sri Lanka,England,11-20,35,,,NA,NA,NA,NA,NA
Sawai Mansingh Stadium,2006-10-15,10:00,10:00,male,England,India,1-10,21,26.8939911,75.8032269,NA,NA,NA,NA,NA
Sawai Mansingh Stadium,2006-10-15,10:00,10:45,male,England,India,11-20,48,26.8939911,75.8032269,NA,NA,NA,NA,NA
Sawai Mansingh Stadium,2006-10-15,10:00,11:30,male,England,India,21-30,35,26.8939911,75.8032269,NA,NA,NA,NA,NA
Sawai Mansingh Stadium,2006-10-15,10:00,12:15,male,England,India,31-40,21,26.8939911,75.8032269,NA,NA,NA,NA,NA
Sawai Mansingh Stadium,2006-10-15,10:00,10:00,male,India,England,1-10,68,26.8939911,75.8032269,NA,NA,NA,NA,NA
Sawai Mansingh Stadium,2006-10-15,10:00,10:45,male,India,England,11-20,35,26.8939911,75.8032269,NA,NA,NA,NA,NA
Sawai Mansingh Stadium,2006-10-15,10:00,11:30,male,India,England,21-30,23,26.8939911,75.8032269,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,10:00,male,India,New Zealand,1-10,37,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,10:45,male,India,New Zealand,11-20,56,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,11:30,male,India,New Zealand,21-30,56,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,12:15,male,India,New Zealand,31-40,48,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,13:00,male,India,New Zealand,41-50,83,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,10:00,male,New Zealand,India,1-10,52,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,10:45,male,New Zealand,India,11-20,42,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,11:30,male,New Zealand,India,21-30,54,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,12:15,male,New Zealand,India,31-40,64,,,NA,NA,NA,NA,NA
Wankhede Stadium,2017-10-22,10:00,13:00,male,New Zealand,India,41-50,72,,,NA,NA,NA,NA,NA
