venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs
"Bay Oval, Mount Maunganui",2022-03-18,10:00,13:00,female,Bangladesh,West Indies,41-50,35
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,10:00,male,Zimbabwe,Bangladesh,1-10,57
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,10:45,male,Zimbabwe,Bangladesh,11-20,41
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,11:30,male,Zimbabwe,Bangladesh,21-30,49
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,12:15,male,Zimbabwe,Bangladesh,31-40,45
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,13:00,male,Zimbabwe,Bangladesh,41-50,54
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,10:00,male,Bangladesh,Zimbabwe,1-10,50
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,10:45,male,Bangladesh,Zimbabwe,11-20,73
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,11:30,male,Bangladesh,Zimbabwe,21-30,44
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,12:15,male,Bangladesh,Zimbabwe,31-40,53
Zahur Ahmed Chowdhury Stadium,2018-10-24,10:00,13:00,male,Bangladesh,Zimbabwe,41-50,30
Dubai International Cricket Stadium,2010-11-05,10:00,10:00,male,South Africa,Pakistan,1-10,50
Dubai International Cricket Stadium,2010-11-05,10:00,10:45,male,South Africa,Pakistan,11-20,47
Dubai International Cricket Stadium,2010-11-05,10:00,11:30,male,South Africa,Pakistan,21-30,55
Dubai International Cricket Stadium,2010-11-05,10:00,12:15,male,South Africa,Pakistan,31-40,38
Dubai International Cricket Stadium,2010-11-05,10:00,13:00,male,South Africa,Pakistan,41-50,84
Dubai International Cricket Stadium,2010-11-05,10:00,10:00,male,Pakistan,South Africa,1-10,64
Dubai International Cricket Stadium,2010-11-05,10:00,10:45,male,Pakistan,South Africa,11-20,47
Dubai International Cricket Stadium,2010-11-05,10:00,11:30,male,Pakistan,South Africa,21-30,52
Dubai International Cricket Stadium,2010-11-05,10:00,12:15,male,Pakistan,South Africa,31-40,48
Dubai International Cricket Stadium,2010-11-05,10:00,13:00,male,Pakistan,South Africa,41-50,64
R Premadasa Stadium,2013-07-20,10:00,10:00,male,Sri Lanka,South Africa,1-10,50
R Premadasa Stadium,2013-07-20,10:00,10:45,male,Sri Lanka,South Africa,11-20,43
R Premadasa Stadium,2013-07-20,10:00,11:30,male,Sri Lanka,South Africa,21-30,59
R Premadasa Stadium,2013-07-20,10:00,12:15,male,Sri Lanka,South Africa,31-40,65
R Premadasa Stadium,2013-07-20,10:00,13:00,male,Sri Lanka,South Africa,41-50,103
R Premadasa Stadium,2013-07-20,10:00,10:00,male,South Africa,Sri Lanka,1-10,63
R Premadasa Stadium,2013-07-20,10:00,10:45,male,South Africa,Sri Lanka,11-20,39
R Premadasa Stadium,2013-07-20,10:00,11:30,male,South Africa,Sri Lanka,21-30,36
R Premadasa Stadium,2013-07-20,10:00,12:15,male,South Africa,Sri Lanka,31-40,2
Lord's,2008-08-31,10:00,10:00,male,South Africa,England,1-10,66
Lord's,2008-08-31,10:00,10:45,male,South Africa,England,11-20,47
Lord's,2008-08-31,10:00,11:30,male,South Africa,England,21-30,54
Lord's,2008-08-31,10:00,12:15,male,South Africa,England,31-40,16
Lord's,2008-08-31,10:00,10:00,male,England,South Africa,1-10,53
Lord's,2008-08-31,10:00,10:45,male,England,South Africa,11-20,84
Sheikh Zayed Stadium,2015-11-11,10:00,10:00,male,England,Pakistan,1-10,46
Sheikh Zayed Stadium,2015-11-11,10:00,10:45,male,England,Pakistan,11-20,52
Sheikh Zayed Stadium,2015-11-11,10:00,11:30,male,England,Pakistan,21-30,47
Sheikh Zayed Stadium,2015-11-11,10:00,12:15,male,England,Pakistan,31-40,33
Sheikh Zayed Stadium,2015-11-11,10:00,13:00,male,England,Pakistan,41-50,38
Sheikh Zayed Stadium,2015-11-11,10:00,10:00,male,Pakistan,England,1-10,41
Sheikh Zayed Stadium,2015-11-11,10:00,10:45,male,Pakistan,England,11-20,51
Sheikh Zayed Stadium,2015-11-11,10:00,11:30,male,Pakistan,England,21-30,47
Sheikh Zayed Stadium,2015-11-11,10:00,12:15,male,Pakistan,England,31-40,49
Sheikh Zayed Stadium,2015-11-11,10:00,13:00,male,Pakistan,England,41-50,29
"Gaddafi Stadium, Lahore",2022-03-31,10:00,10:00,male,Australia,Pakistan,1-10,65
"Gaddafi Stadium, Lahore",2022-03-31,10:00,10:45,male,Australia,Pakistan,11-20,72
"Gaddafi Stadium, Lahore",2022-03-31,10:00,11:30,male,Australia,Pakistan,21-30,69
"Gaddafi Stadium, Lahore",2022-03-31,10:00,12:15,male,Australia,Pakistan,31-40,65
"Gaddafi Stadium, Lahore",2022-03-31,10:00,13:00,male,Australia,Pakistan,41-50,77
"Gaddafi Stadium, Lahore",2022-03-31,10:00,10:00,male,Pakistan,Australia,1-10,63
"Gaddafi Stadium, Lahore",2022-03-31,10:00,10:45,male,Pakistan,Australia,11-20,60
"Gaddafi Stadium, Lahore",2022-03-31,10:00,11:30,male,Pakistan,Australia,21-30,82
"Gaddafi Stadium, Lahore",2022-03-31,10:00,12:15,male,Pakistan,Australia,31-40,74
"Gaddafi Stadium, Lahore",2022-03-31,10:00,13:00,male,Pakistan,Australia,41-50,70
Queens Sports Club,2010-06-01,10:00,10:00,male,Zimbabwe,Sri Lanka,1-10,57
Queens Sports Club,2010-06-01,10:00,10:45,male,Zimbabwe,Sri Lanka,11-20,40
Queens Sports Club,2010-06-01,10:00,11:30,male,Zimbabwe,Sri Lanka,21-30,21
Queens Sports Club,2010-06-01,10:00,10:00,male,Sri Lanka,Zimbabwe,1-10,77
Queens Sports Club,2010-06-01,10:00,10:45,male,Sri Lanka,Zimbabwe,11-20,42
Shere Bangla National Stadium,2021-01-20,10:00,10:00,male,West Indies,Bangladesh,1-10,38
Shere Bangla National Stadium,2021-01-20,10:00,10:45,male,West Indies,Bangladesh,11-20,21
Shere Bangla National Stadium,2021-01-20,10:00,11:30,male,West Indies,Bangladesh,21-30,60
Shere Bangla National Stadium,2021-01-20,10:00,12:15,male,West Indies,Bangladesh,31-40,3
Shere Bangla National Stadium,2021-01-20,10:00,10:00,male,Bangladesh,West Indies,1-10,39
Shere Bangla National Stadium,2021-01-20,10:00,10:45,male,Bangladesh,West Indies,11-20,34
Shere Bangla National Stadium,2021-01-20,10:00,11:30,male,Bangladesh,West Indies,21-30,40
Shere Bangla National Stadium,2021-01-20,10:00,12:15,male,Bangladesh,West Indies,31-40,12
Bay Oval,2016-02-22,10:00,10:00,female,New Zealand,Australia,1-10,26
Bay Oval,2016-02-22,10:00,10:45,female,New Zealand,Australia,11-20,28
Bay Oval,2016-02-22,10:00,11:30,female,New Zealand,Australia,21-30,36
Bay Oval,2016-02-22,10:00,12:15,female,New Zealand,Australia,31-40,58
Bay Oval,2016-02-22,10:00,13:00,female,New Zealand,Australia,41-50,58
Bay Oval,2016-02-22,10:00,10:00,female,Australia,New Zealand,1-10,48
Bay Oval,2016-02-22,10:00,10:45,female,Australia,New Zealand,11-20,52
Bay Oval,2016-02-22,10:00,11:30,female,Australia,New Zealand,21-30,42
Bay Oval,2016-02-22,10:00,12:15,female,Australia,New Zealand,31-40,60
Bay Oval,2016-02-22,10:00,13:00,female,Australia,New Zealand,41-50,8
Iqbal Stadium,2008-04-11,10:00,10:00,male,Bangladesh,Pakistan,1-10,42
Iqbal Stadium,2008-04-11,10:00,10:45,male,Bangladesh,Pakistan,11-20,37
Iqbal Stadium,2008-04-11,10:00,11:30,male,Bangladesh,Pakistan,21-30,48
Iqbal Stadium,2008-04-11,10:00,12:15,male,Bangladesh,Pakistan,31-40,52
Iqbal Stadium,2008-04-11,10:00,13:00,male,Bangladesh,Pakistan,41-50,46
Iqbal Stadium,2008-04-11,10:00,10:00,male,Pakistan,Bangladesh,1-10,59
Iqbal Stadium,2008-04-11,10:00,10:45,male,Pakistan,Bangladesh,11-20,76
Iqbal Stadium,2008-04-11,10:00,11:30,male,Pakistan,Bangladesh,21-30,25
Lord's,2012-07-01,10:00,10:00,female,England,India,1-10,18
Lord's,2012-07-01,10:00,10:45,female,England,India,11-20,56
Lord's,2012-07-01,10:00,11:30,female,England,India,21-30,40
Lord's,2012-07-01,10:00,12:15,female,England,India,31-40,48
Lord's,2012-07-01,10:00,13:00,female,England,India,41-50,67
Lord's,2012-07-01,10:00,10:00,female,India,England,1-10,24
Lord's,2012-07-01,10:00,10:45,female,India,England,11-20,35
Lord's,2012-07-01,10:00,11:30,female,India,England,21-30,50
Lord's,2012-07-01,10:00,12:15,female,India,England,31-40,50
Lord's,2012-07-01,10:00,13:00,female,India,England,41-50,71
SuperSport Park,2009-09-26,10:00,10:00,male,Pakistan,India,1-10,53
SuperSport Park,2009-09-26,10:00,10:45,male,Pakistan,India,11-20,33
SuperSport Park,2009-09-26,10:00,11:30,male,Pakistan,India,21-30,48
SuperSport Park,2009-09-26,10:00,12:15,male,Pakistan,India,31-40,83
SuperSport Park,2009-09-26,10:00,13:00,male,Pakistan,India,41-50,85
SuperSport Park,2009-09-26,10:00,10:00,male,India,Pakistan,1-10,65
SuperSport Park,2009-09-26,10:00,10:45,male,India,Pakistan,11-20,57
SuperSport Park,2009-09-26,10:00,11:30,male,India,Pakistan,21-30,52
SuperSport Park,2009-09-26,10:00,12:15,male,India,Pakistan,31-40,55
SuperSport Park,2009-09-26,10:00,13:00,male,India,Pakistan,41-50,19
"Hagley Oval, Christchurch",2022-04-03,10:00,10:00,female,Australia,England,1-10,37
"Hagley Oval, Christchurch",2022-04-03,10:00,10:45,female,Australia,England,11-20,55
"Hagley Oval, Christchurch",2022-04-03,10:00,11:30,female,Australia,England,21-30,70
"Hagley Oval, Christchurch",2022-04-03,10:00,12:15,female,Australia,England,31-40,74
"Hagley Oval, Christchurch",2022-04-03,10:00,13:00,female,Australia,England,41-50,120
"Hagley Oval, Christchurch",2022-04-03,10:00,10:00,female,England,Australia,1-10,59
"Hagley Oval, Christchurch",2022-04-03,10:00,10:45,female,England,Australia,11-20,68
"Hagley Oval, Christchurch",2022-04-03,10:00,11:30,female,England,Australia,21-30,66
"Hagley Oval, Christchurch",2022-04-03,10:00,12:15,female,England,Australia,31-40,66
"Hagley Oval, Christchurch",2022-04-03,10:00,13:00,female,England,Australia,41-50,26
R Premadasa Stadium,2011-02-26,10:00,10:00,male,Pakistan,Sri Lanka,1-10,65
R Premadasa Stadium,2011-02-26,10:00,10:45,male,Pakistan,Sri Lanka,11-20,40
R Premadasa Stadium,2011-02-26,10:00,11:30,male,Pakistan,Sri Lanka,21-30,49
R Premadasa Stadium,2011-02-26,10:00,12:15,male,Pakistan,Sri Lanka,31-40,55
R Premadasa Stadium,2011-02-26,10:00,13:00,male,Pakistan,Sri Lanka,41-50,68
R Premadasa Stadium,2011-02-26,10:00,10:00,male,Sri Lanka,Pakistan,1-10,42
R Premadasa Stadium,2011-02-26,10:00,10:45,male,Sri Lanka,Pakistan,11-20,53
R Premadasa Stadium,2011-02-26,10:00,11:30,male,Sri Lanka,Pakistan,21-30,24
R Premadasa Stadium,2011-02-26,10:00,12:15,male,Sri Lanka,Pakistan,31-40,59
R Premadasa Stadium,2011-02-26,10:00,13:00,male,Sri Lanka,Pakistan,41-50,88
Old Hararians,2018-03-17,10:00,10:00,male,Papua New Guinea,Hong Kong,1-10,41
Old Hararians,2018-03-17,10:00,10:45,male,Papua New Guinea,Hong Kong,11-20,45
Old Hararians,2018-03-17,10:00,11:30,male,Papua New Guinea,Hong Kong,21-30,25
Old Hararians,2018-03-17,10:00,12:15,male,Papua New Guinea,Hong Kong,31-40,48
Old Hararians,2018-03-17,10:00,13:00,male,Papua New Guinea,Hong Kong,41-50,41
Old Hararians,2018-03-17,10:00,10:00,male,Hong Kong,Papua New Guinea,1-10,80
Old Hararians,2018-03-17,10:00,10:45,male,Hong Kong,Papua New Guinea,11-20,19
Old Hararians,2018-03-17,10:00,11:30,male,Hong Kong,Papua New Guinea,21-30,30
Old Hararians,2018-03-17,10:00,12:15,male,Hong Kong,Papua New Guinea,31-40,13
SuperSport Park,2009-11-22,10:00,10:00,male,South Africa,England,1-10,46
SuperSport Park,2009-11-22,10:00,10:45,male,South Africa,England,11-20,41
SuperSport Park,2009-11-22,10:00,11:30,male,South Africa,England,21-30,51
SuperSport Park,2009-11-22,10:00,12:15,male,South Africa,England,31-40,43
SuperSport Park,2009-11-22,10:00,13:00,male,South Africa,England,41-50,69
SuperSport Park,2009-11-22,10:00,10:00,male,England,South Africa,1-10,37
SuperSport Park,2009-11-22,10:00,10:45,male,England,South Africa,11-20,40
SuperSport Park,2009-11-22,10:00,11:30,male,England,South Africa,21-30,63
SuperSport Park,2009-11-22,10:00,12:15,male,England,South Africa,31-40,54
SuperSport Park,2009-11-22,10:00,13:00,male,England,South Africa,41-50,58
Kinrara Academy Oval,2019-12-12,10:00,10:00,female,England,Pakistan,1-10,45
Kinrara Academy Oval,2019-12-12,10:00,10:45,female,England,Pakistan,11-20,59
Kinrara Academy Oval,2019-12-12,10:00,11:30,female,England,Pakistan,21-30,47
Kinrara Academy Oval,2019-12-12,10:00,12:15,female,England,Pakistan,31-40,69
Kinrara Academy Oval,2019-12-12,10:00,13:00,female,England,Pakistan,41-50,107
Kinrara Academy Oval,2019-12-12,10:00,10:00,female,Pakistan,England,1-10,36
Kinrara Academy Oval,2019-12-12,10:00,10:45,female,Pakistan,England,11-20,65
Kinrara Academy Oval,2019-12-12,10:00,11:30,female,Pakistan,England,21-30,39
Kinrara Academy Oval,2019-12-12,10:00,12:15,female,Pakistan,England,31-40,41
Kinrara Academy Oval,2019-12-12,10:00,13:00,female,Pakistan,England,41-50,19
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,10:00,male,United Arab Emirates,Nepal,1-10,61
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,10:45,male,United Arab Emirates,Nepal,11-20,48
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,11:30,male,United Arab Emirates,Nepal,21-30,28
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,12:15,male,United Arab Emirates,Nepal,31-40,52
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,13:00,male,United Arab Emirates,Nepal,41-50,121
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,10:00,male,Nepal,United Arab Emirates,1-10,52
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,10:45,male,Nepal,United Arab Emirates,11-20,64
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,11:30,male,Nepal,United Arab Emirates,21-30,60
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,12:15,male,Nepal,United Arab Emirates,31-40,53
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-16,10:00,13:00,male,Nepal,United Arab Emirates,41-50,40
Sophia Gardens,2013-09-14,10:00,10:00,male,Australia,England,1-10,31
Sophia Gardens,2013-09-14,10:00,10:45,male,Australia,England,11-20,40
Sophia Gardens,2013-09-14,10:00,11:30,male,Australia,England,21-30,53
Sophia Gardens,2013-09-14,10:00,12:15,male,Australia,England,31-40,71
Sophia Gardens,2013-09-14,10:00,13:00,male,Australia,England,41-50,32
Sophia Gardens,2013-09-14,10:00,10:00,male,England,Australia,1-10,26
Sophia Gardens,2013-09-14,10:00,10:45,male,England,Australia,11-20,25
Sophia Gardens,2013-09-14,10:00,11:30,male,England,Australia,21-30,56
Sophia Gardens,2013-09-14,10:00,12:15,male,England,Australia,31-40,52
Sophia Gardens,2013-09-14,10:00,13:00,male,England,Australia,41-50,72
Gymkhana Club Ground,2007-02-02,10:00,10:00,male,Canada,Bermuda,1-10,90
Gymkhana Club Ground,2007-02-02,10:00,10:45,male,Canada,Bermuda,11-20,56
Gymkhana Club Ground,2007-02-02,10:00,11:30,male,Canada,Bermuda,21-30,16
Gymkhana Club Ground,2007-02-02,10:00,10:00,male,Bermuda,Canada,1-10,86
Gymkhana Club Ground,2007-02-02,10:00,10:45,male,Bermuda,Canada,11-20,20
Sheikh Zayed Stadium,2009-11-03,10:00,10:00,male,Pakistan,New Zealand,1-10,25
Sheikh Zayed Stadium,2009-11-03,10:00,10:45,male,Pakistan,New Zealand,11-20,37
Sheikh Zayed Stadium,2009-11-03,10:00,11:30,male,Pakistan,New Zealand,21-30,49
Sheikh Zayed Stadium,2009-11-03,10:00,12:15,male,Pakistan,New Zealand,31-40,69
Sheikh Zayed Stadium,2009-11-03,10:00,13:00,male,Pakistan,New Zealand,41-50,107
Sheikh Zayed Stadium,2009-11-03,10:00,10:00,male,New Zealand,Pakistan,1-10,34
Sheikh Zayed Stadium,2009-11-03,10:00,10:45,male,New Zealand,Pakistan,11-20,48
Sheikh Zayed Stadium,2009-11-03,10:00,11:30,male,New Zealand,Pakistan,21-30,37
Sheikh Zayed Stadium,2009-11-03,10:00,12:15,male,New Zealand,Pakistan,31-40,30
Riverside Ground,2019-07-03,10:00,10:00,male,England,New Zealand,1-10,67
Riverside Ground,2019-07-03,10:00,10:45,male,England,New Zealand,11-20,66
Riverside Ground,2019-07-03,10:00,11:30,male,England,New Zealand,21-30,61
Riverside Ground,2019-07-03,10:00,12:15,male,England,New Zealand,31-40,47
Riverside Ground,2019-07-03,10:00,13:00,male,England,New Zealand,41-50,64
Riverside Ground,2019-07-03,10:00,10:00,male,New Zealand,England,1-10,37
Riverside Ground,2019-07-03,10:00,10:45,male,New Zealand,England,11-20,50
Riverside Ground,2019-07-03,10:00,11:30,male,New Zealand,England,21-30,45
Riverside Ground,2019-07-03,10:00,12:15,male,New Zealand,England,31-40,39
Riverside Ground,2019-07-03,10:00,13:00,male,New Zealand,England,41-50,15
Shere Bangla National Stadium,2010-01-13,10:00,10:00,male,India,Sri Lanka,1-10,58
Shere Bangla National Stadium,2010-01-13,10:00,10:45,male,India,Sri Lanka,11-20,40
Shere Bangla National Stadium,2010-01-13,10:00,11:30,male,India,Sri Lanka,21-30,50
Shere Bangla National Stadium,2010-01-13,10:00,12:15,male,India,Sri Lanka,31-40,46
Shere Bangla National Stadium,2010-01-13,10:00,13:00,male,India,Sri Lanka,41-50,51
Shere Bangla National Stadium,2010-01-13,10:00,10:00,male,Sri Lanka,India,1-10,64
Shere Bangla National Stadium,2010-01-13,10:00,10:45,male,Sri Lanka,India,11-20,48
Shere Bangla National Stadium,2010-01-13,10:00,11:30,male,Sri Lanka,India,21-30,31
Shere Bangla National Stadium,2010-01-13,10:00,12:15,male,Sri Lanka,India,31-40,55
Shere Bangla National Stadium,2010-01-13,10:00,13:00,male,Sri Lanka,India,41-50,51
Sharjah Cricket Stadium,2013-12-18,10:00,10:00,male,Pakistan,Sri Lanka,1-10,47
Sharjah Cricket Stadium,2013-12-18,10:00,10:45,male,Pakistan,Sri Lanka,11-20,63
Sharjah Cricket Stadium,2013-12-18,10:00,11:30,male,Pakistan,Sri Lanka,21-30,47
Sharjah Cricket Stadium,2013-12-18,10:00,12:15,male,Pakistan,Sri Lanka,31-40,62
Sharjah Cricket Stadium,2013-12-18,10:00,13:00,male,Pakistan,Sri Lanka,41-50,103
Sharjah Cricket Stadium,2013-12-18,10:00,10:00,male,Sri Lanka,Pakistan,1-10,52
Sharjah Cricket Stadium,2013-12-18,10:00,10:45,male,Sri Lanka,Pakistan,11-20,46
Sharjah Cricket Stadium,2013-12-18,10:00,11:30,male,Sri Lanka,Pakistan,21-30,44
Sharjah Cricket Stadium,2013-12-18,10:00,12:15,male,Sri Lanka,Pakistan,31-40,72
Sharjah Cricket Stadium,2013-12-18,10:00,13:00,male,Sri Lanka,Pakistan,41-50,97
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,10:00,male,United Arab Emirates,Scotland,1-10,60
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,10:45,male,United Arab Emirates,Scotland,11-20,29
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,11:30,male,United Arab Emirates,Scotland,21-30,55
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,12:15,male,United Arab Emirates,Scotland,31-40,73
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,13:00,male,United Arab Emirates,Scotland,41-50,11
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,10:00,male,Scotland,United Arab Emirates,1-10,45
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,10:45,male,Scotland,United Arab Emirates,11-20,41
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,11:30,male,Scotland,United Arab Emirates,21-30,45
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,12:15,male,Scotland,United Arab Emirates,31-40,50
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,10:00,13:00,male,Scotland,United Arab Emirates,41-50,48
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,10:00,male,West Indies,Pakistan,1-10,28
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,10:45,male,West Indies,Pakistan,11-20,62
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,11:30,male,West Indies,Pakistan,21-30,38
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,12:15,male,West Indies,Pakistan,31-40,73
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,13:00,male,West Indies,Pakistan,41-50,72
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,10:00,male,Pakistan,West Indies,1-10,45
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,10:45,male,Pakistan,West Indies,11-20,61
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,11:30,male,Pakistan,West Indies,21-30,68
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,12:15,male,Pakistan,West Indies,31-40,65
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,10:00,13:00,male,Pakistan,West Indies,41-50,35
"Forthill, Dundee",2024-07-22,10:00,10:00,male,Oman,Scotland,1-10,45
"Forthill, Dundee",2024-07-22,10:00,10:45,male,Oman,Scotland,11-20,40
"Forthill, Dundee",2024-07-22,10:00,11:30,male,Oman,Scotland,21-30,6
"Forthill, Dundee",2024-07-22,10:00,10:00,male,Scotland,Oman,1-10,48
"Forthill, Dundee",2024-07-22,10:00,10:45,male,Scotland,Oman,11-20,47
Saxton Oval,2016-12-31,10:00,10:00,male,Bangladesh,New Zealand,1-10,44
Saxton Oval,2016-12-31,10:00,10:45,male,Bangladesh,New Zealand,11-20,52
Saxton Oval,2016-12-31,10:00,11:30,male,Bangladesh,New Zealand,21-30,45
Saxton Oval,2016-12-31,10:00,12:15,male,Bangladesh,New Zealand,31-40,38
Saxton Oval,2016-12-31,10:00,13:00,male,Bangladesh,New Zealand,41-50,57
Saxton Oval,2016-12-31,10:00,10:00,male,New Zealand,Bangladesh,1-10,44
Saxton Oval,2016-12-31,10:00,10:45,male,New Zealand,Bangladesh,11-20,61
Saxton Oval,2016-12-31,10:00,11:30,male,New Zealand,Bangladesh,21-30,62
Saxton Oval,2016-12-31,10:00,12:15,male,New Zealand,Bangladesh,31-40,57
Saxton Oval,2016-12-31,10:00,13:00,male,New Zealand,Bangladesh,41-50,15
"R Premadasa Stadium, Colombo",2024-08-02,10:00,10:00,male,Sri Lanka,India,1-10,37
"R Premadasa Stadium, Colombo",2024-08-02,10:00,10:45,male,Sri Lanka,India,11-20,31
"R Premadasa Stadium, Colombo",2024-08-02,10:00,11:30,male,Sri Lanka,India,21-30,44
"R Premadasa Stadium, Colombo",2024-08-02,10:00,12:15,male,Sri Lanka,India,31-40,53
"R Premadasa Stadium, Colombo",2024-08-02,10:00,13:00,male,Sri Lanka,India,41-50,65
"R Premadasa Stadium, Colombo",2024-08-02,10:00,10:00,male,India,Sri Lanka,1-10,71
"R Premadasa Stadium, Colombo",2024-08-02,10:00,10:45,male,India,Sri Lanka,11-20,38
"R Premadasa Stadium, Colombo",2024-08-02,10:00,11:30,male,India,Sri Lanka,21-30,40
"R Premadasa Stadium, Colombo",2024-08-02,10:00,12:15,male,India,Sri Lanka,31-40,47
"R Premadasa Stadium, Colombo",2024-08-02,10:00,13:00,male,India,Sri Lanka,41-50,34
Harare Sports Club,2007-12-02,10:00,10:00,male,West Indies,Zimbabwe,1-10,46
Harare Sports Club,2007-12-02,10:00,10:45,male,West Indies,Zimbabwe,11-20,60
Harare Sports Club,2007-12-02,10:00,11:30,male,West Indies,Zimbabwe,21-30,44
Harare Sports Club,2007-12-02,10:00,12:15,male,West Indies,Zimbabwe,31-40,63
Harare Sports Club,2007-12-02,10:00,13:00,male,West Indies,Zimbabwe,41-50,73
Harare Sports Club,2007-12-02,10:00,10:00,male,Zimbabwe,West Indies,1-10,42
Harare Sports Club,2007-12-02,10:00,10:45,male,Zimbabwe,West Indies,11-20,22
Harare Sports Club,2007-12-02,10:00,11:30,male,Zimbabwe,West Indies,21-30,53
Harare Sports Club,2007-12-02,10:00,12:15,male,Zimbabwe,West Indies,31-40,37
Harare Sports Club,2007-12-02,10:00,13:00,male,Zimbabwe,West Indies,41-50,22
"Westpac Park, Hamilton",2003-01-14,10:00,10:00,male,India,New Zealand,1-10,32
"Westpac Park, Hamilton",2003-01-14,10:00,10:45,male,India,New Zealand,11-20,19
"Westpac Park, Hamilton",2003-01-14,10:00,11:30,male,India,New Zealand,21-30,29
"Westpac Park, Hamilton",2003-01-14,10:00,12:15,male,India,New Zealand,31-40,31
"Westpac Park, Hamilton",2003-01-14,10:00,13:00,male,India,New Zealand,41-50,11
"Westpac Park, Hamilton",2003-01-14,10:00,10:00,male,New Zealand,India,1-10,51
"Westpac Park, Hamilton",2003-01-14,10:00,10:45,male,New Zealand,India,11-20,33
"Westpac Park, Hamilton",2003-01-14,10:00,11:30,male,New Zealand,India,21-30,41
Bay Oval,2019-01-28,10:00,10:00,male,New Zealand,India,1-10,42
Bay Oval,2019-01-28,10:00,10:45,male,New Zealand,India,11-20,28
Bay Oval,2019-01-28,10:00,11:30,male,New Zealand,India,21-30,57
Bay Oval,2019-01-28,10:00,12:15,male,New Zealand,India,31-40,64
Bay Oval,2019-01-28,10:00,13:00,male,New Zealand,India,41-50,52
Bay Oval,2019-01-28,10:00,10:00,male,India,New Zealand,1-10,44
Bay Oval,2019-01-28,10:00,10:45,male,India,New Zealand,11-20,49
Bay Oval,2019-01-28,10:00,11:30,male,India,New Zealand,21-30,66
Bay Oval,2019-01-28,10:00,12:15,male,India,New Zealand,31-40,59
Bay Oval,2019-01-28,10:00,13:00,male,India,New Zealand,41-50,27
Captain Roop Singh Stadium,2007-11-15,10:00,10:00,male,Pakistan,India,1-10,30
Captain Roop Singh Stadium,2007-11-15,10:00,10:45,male,Pakistan,India,11-20,49
Captain Roop Singh Stadium,2007-11-15,10:00,11:30,male,Pakistan,India,21-30,50
Captain Roop Singh Stadium,2007-11-15,10:00,12:15,male,Pakistan,India,31-40,49
Captain Roop Singh Stadium,2007-11-15,10:00,13:00,male,Pakistan,India,41-50,77
Captain Roop Singh Stadium,2007-11-15,10:00,10:00,male,India,Pakistan,1-10,58
Captain Roop Singh Stadium,2007-11-15,10:00,10:45,male,India,Pakistan,11-20,47
Captain Roop Singh Stadium,2007-11-15,10:00,11:30,male,India,Pakistan,21-30,55
Captain Roop Singh Stadium,2007-11-15,10:00,12:15,male,India,Pakistan,31-40,54
Captain Roop Singh Stadium,2007-11-15,10:00,13:00,male,India,Pakistan,41-50,46
